0010271938  56.80  66.00  73.90  75.20  84.00  88.20  90.20  92.60  87.20  80.50  68.60  57.70   
0010271939  60.40  63.20  70.30  74.00  81.50  88.60  91.40  88.30  88.10  79.10  64.10  60.00   
0010271940  43.00  54.30  66.30  72.80  81.70  87.60  87.80  90.70  86.50  79.90  65.00  60.10   
0010271941  57.90  53.30  60.60  77.30  86.80  89.60  90.00  90.80  89.10  83.00  66.10  59.90   
0010271942  55.50  53.70  65.80  78.30  83.50  89.20  91.40  88.50  84.30  78.10  69.50  58.40   
0010271943  59.10  62.90  64.50  76.30  85.70  93.00  92.30  93.90  83.10  75.80  65.90  56.40   
0010271944  56.30  64.30  68.10  73.30  85.10  93.30  91.80  89.00  85.80  77.90  65.40  55.70   
0010271945  56.10  62.30  75.50  78.00  81.00  90.40  90.20  90.80  88.60  75.60  68.20  50.90   
0010271946  56.40  62.90  71.90  79.00  80.80  87.00  88.10  88.40  82.70  77.30  69.90  63.10   
0010271947  58.50  54.50  60.70  76.40  81.50  87.80  89.10  92.00  87.70  80.60  61.70  59.20   
0010271948  49.80  60.50  68.70  79.20  84.50  91.50  91.60  89.80  83.70  75.40  66.80  60.00   
0010271949  63.00  63.20  65.80  72.70  85.00  87.70  90.30  89.70  83.60  79.20  66.50  60.20   
0010271950  68.40  65.80  64.30  72.10  85.00  89.00  88.00  88.90  82.20  78.50  62.80  51.70   
0010271951  58.90  61.80  67.20  73.90  84.50  90.40  92.50  95.40  87.00  78.80  61.30  61.70   
0010271952  63.00  61.80  65.90  74.50  84.30  95.00  95.80  91.10  84.00  72.60  65.60  56.10   
0010271953  60.60  60.20  70.00  73.90  85.20  92.80  90.20  91.50  87.30  80.10  66.60  54.80   
0010271954  58.70  66.00  65.70  80.40  78.30  92.60  94.80  97.30  93.00  79.60  63.90  56.60   
0010271955  54.80  60.40  71.60  79.30  86.00  85.80  90.50  91.90  89.20  76.70  65.30  56.80   
0010271956  53.50  64.40  67.50  74.00  85.60  88.30  91.40  93.10  85.70  76.90  64.60  66.10   
0010271957  58.80  66.90  63.70  77.20  83.10  88.70  90.90  92.40  83.40  70.00  65.50  59.40   
0010271958  50.20  49.80  61.30  75.70  83.20  89.20  89.20  90.50  86.60  75.10  68.90  54.00   
0010271959  55.80  59.50  64.70  74.80  85.10  87.30  91.10  92.00  85.10  75.40  64.60  57.90   
0010271960  53.70  55.70  56.30  77.60  80.90  89.50  93.40  89.60  85.20  77.60  67.00  53.70   
0010271961  50.40  63.50  69.20  72.10  80.30  84.90  89.20  88.10  86.00  77.30  67.00  57.10   
0010271962  52.90  68.40  62.30  72.60  89.80  88.60  93.00  92.60  86.60  78.90  63.00  54.40   
0010271963  50.60  55.00  71.90  78.10  84.10  88.40  88.90  91.30  85.40  81.60  66.00  48.80   
0010271964  53.70  53.40  66.90  76.80  84.00  90.70  88.20  88.70  86.70  72.80  69.00  58.90   
0010271965  58.80  58.20  62.00  78.60  86.80  86.60  89.50  89.30  84.90  74.80  69.10  59.30   
0010271966  49.30  57.50  65.90  76.20  80.60  86.70  92.70  88.10  83.90  74.30  67.20  56.40   
0010271967  56.80  55.70  72.60  81.20  81.30  87.80  86.50  85.30  80.10  75.60  64.00  60.60   
0010271968  53.10  51.90  66.10  76.40  81.30  91.00  89.90  91.20  85.30  77.10  62.80  54.30   
0010271969  53.60  56.90  59.90  76.80  82.10  90.60  92.30  88.60  83.60  75.40  64.40  55.10   
0010271970  48.30  57.90  64.30  78.20  84.50  86.30  91.00  89.20  89.20  75.30  62.10  61.50   
0010271971  55.90  58.40  62.50  76.30  79.50  90.20  88.20  88.10  85.30  79.50  65.20  64.30   
0010271972  60.40  58.00  68.10  76.90  80.60  87.40  89.20  90.90  89.40  75.50  60.50  59.20   
0010271973  53.60  56.90  70.40  71.20  80.30  87.80  90.40  88.70  87.10  79.60  70.00  57.90   
0010271974  64.00  60.40  72.80  75.70  83.40  85.10  90.40  88.40  80.70  75.30  66.00  57.50   
0010271975  60.20  62.60  66.00  73.50  83.30  87.30  88.00  88.60  80.80  75.70  66.50  56.50   
0010271976  52.80  67.20  69.80  77.50  76.60  85.90  90.00  89.00  83.10  70.50  58.30  54.20   
0010271977  43.60  59.10  69.40  78.50  85.20  92.60  93.00  90.40  85.90  72.90  65.90  56.00   
0010271978  44.40  50.30  63.60  78.00  81.60  89.30  92.10  90.20  88.60  77.60  72.30  59.30   
0010271979  47.80  53.40  68.90  75.10  80.70  86.80  88.40  89.60  81.90  76.70  65.80  57.60   
0010271980  55.80  54.70  64.20  73.70  81.10  89.40  94.80  94.00  90.30  73.50  64.10  58.00   
0010271981  52.20  59.50  66.00  80.00  80.00  91.10  93.00  88.90  84.90  74.20  68.80  53.50   
0010271982  54.40  59.60  70.00  71.90  84.70  88.00  90.10  88.80  84.20  76.70  66.70  62.00   
0010271983  52.10  56.40  63.20  70.40  80.50  84.60  92.00  93.00  83.80  76.10  66.00  52.10   
0010271984  51.70  61.70  66.80  72.80  81.30  90.20  89.00  87.40  85.70  81.10  64.50  66.60   
0010271985  48.50  56.30  70.90  77.40  82.40  89.00  88.80  88.60  84.40  77.40  71.20  54.00   
0010271986  56.20  63.40  69.40  78.00  83.30  90.30  94.20  89.70  86.90  75.60  67.90  54.50   
0010271987  53.50  58.00  67.70  74.60  84.50  87.90  91.80  92.60  85.90  74.30  69.00  61.50   
0010271988  50.60  58.10  67.40  75.80  82.90  91.20  89.10  91.20  83.70  71.60  68.40  59.30   
0010271989  62.10  58.00  68.50  74.30  80.00  85.60  87.80  89.60  82.80  75.40  66.70  49.10   
0010271990  61.00  65.80  70.20  74.90  81.10  89.80  90.50  93.90  90.00  77.70  71.30  62.00   
0010271991  53.90  61.60  69.20  76.50  82.20  86.80  90.60  89.30  86.30  78.10  63.00  60.80   
0010271992  54.30  63.50  67.80  74.50  81.10  85.40  89.90  85.70  83.10  74.40  63.20  55.90   
0010271993  58.00  57.80  63.10  71.60  80.30  89.10  93.90  90.90  85.90  74.80  64.20  55.70   
0010271994  50.90  62.20  69.20  78.20  80.60  87.40  86.60  87.50  83.40  73.60  69.60  59.80   
0010271995  56.00  59.20  69.60  76.50  83.70  86.70  92.80  92.20  85.50  75.80  61.80  55.20   
0010271996  55.40  59.10  62.80  73.70  85.40  87.40  90.20  88.10  83.00  74.60  64.00  60.60   
0010271997  56.00  60.80  74.00  71.60  79.30  82.90  90.20  88.40  87.20  75.80  60.70  54.80   
0010271998  57.70  59.70  64.70  73.40  86.30  92.30  91.80  91.20  88.20  80.00  69.60  60.90   
0010271999  61.30  63.80  66.20  79.30  82.30  86.20  90.50  94.20  86.80  76.60  70.10  59.50   
0010272000  57.10  66.20  72.10  73.40  86.30  89.40  94.90  93.80  85.20  79.70  63.60  49.80   
0010272001  52.50  64.10  61.80  77.00  83.40  86.10  90.00  88.10  82.60  74.40  73.60  62.00   
0010272002  58.30  58.80  68.40  78.10  82.30  88.50  90.80  90.80  86.90  75.80  62.20  56.30   
0010272003  51.50  58.70  68.30  75.80  81.70  85.50  87.80  89.00  84.60  75.90  70.90  56.30   
0010272004  55.80  54.60  72.50  75.20  84.10  85.70  89.50  87.00  83.80  78.40  67.50  56.80   
0010272005  60.40  61.60  65.40  74.20  81.20  86.60  89.50  90.00  88.70  76.50  68.90  55.50   
0010272006  63.10  57.30  69.20  81.30  82.40  91.40  93.90  93.60  84.80  75.00  65.80  61.80   
0010272007  57.00  57.60  74.60  73.20  85.30  91.80  89.30  96.80  87.50  78.30  67.40  62.60   
0010272008  53.90  62.20  69.10  75.00  82.10  90.60  91.60  88.30  84.80  74.30  64.50  60.30   
0010272009  56.70  61.50  68.90  74.20  80.30  90.70  88.90  87.80  83.50  72.80  65.70  54.10   
0010272010  50.80  50.80  62.60  78.60  84.30  91.60  93.30  93.30  90.60  80.10  68.10  51.80   
0010272011  52.00  61.80  70.00  78.80  83.00  94.00  91.90  94.20  83.40  74.60  67.50  60.20   
0010272012  62.30  62.30  76.30  77.60  85.30  88.40  92.30  87.90  84.10  74.40  65.50  61.80   
0010272013  59.90  58.90  62.30  74.30  79.60  87.70  86.10  87.10  86.10  76.30  63.30  58.20   
0010272014  49.80  58.70  65.00  74.80  82.20  87.80  88.40  91.10  87.00  78.40  61.20  60.20   
0010272015  54.60  52.60  68.80  76.60  83.70  89.50  91.90  89.80  85.10  76.60  69.30  66.80   
0010272016  53.30  61.40  71.30  75.90  81.90  90.90  92.70  91.20  90.60  83.20  72.90  61.00   
0020271895  49.00  56.00  64.70  73.90  80.60  87.30  91.00  90.20  84.80  73.80  56.60  49.10   
0020271896  56.60  58.10  64.60  69.60  80.40  93.90  89.80  88.70  82.40  71.50  59.90  56.00   
0020271897  50.00  53.20  57.30  72.90  84.10  88.80  92.20  91.40  83.60  70.20  64.90  51.70   
0020271898  45.90  60.80  60.10  76.30  78.00  91.40  93.20  90.90  87.50  76.50  62.80  47.30   
0020271899  50.10  55.90  64.50  73.70  77.90  89.90  92.60  89.50  90.60  72.10  64.60  56.20   
0020271900  58.80  60.00  69.50  64.70  81.80  92.60  95.10  90.10  82.10  73.90  64.20  56.50   
0020271901  53.80  56.10  63.10  69.80  80.60  89.00  96.20  92.20  87.30  76.70  66.20  56.80   
0020271902  55.40  60.10  59.00  75.80  80.60  94.20  93.20  91.20  86.50  77.70  61.10  52.20   
0020271903  54.00  50.30  62.40  70.60  79.10  88.80  93.80  92.90  83.90  76.30  68.40  55.80   
0020271904  52.40  63.50  66.80  74.50  81.20  90.70  92.80  88.90  84.40  74.20  66.60  53.80   
0020271905  53.70  51.90  60.00  67.20  76.00  90.20  94.30  93.00  86.40  74.90  58.90  49.10   
0020271906  50.80  58.40  61.60  69.30  79.50  90.10  93.90  88.20  85.20  76.20  60.90  55.00   
0020271907  52.10  63.30  64.50  74.10  76.10  86.00  92.80  89.20  86.70  73.20  61.10  57.00   
0020271908  55.40  56.00  65.50  72.40  76.70  89.60  93.00  89.50  85.70  72.30  64.30  52.70   
0020271909  56.90  55.80  59.20  71.70  78.90  92.20  93.20  88.00  83.30  78.20  64.70  46.40   
0020271910  52.40  58.00  70.90  75.20  85.50  92.40  94.80  92.60  89.60  76.60  64.70  57.60   
0020271911  55.80  53.60  65.60  71.20  81.10  89.60  90.00  92.40  85.60  73.30  61.00  49.60   
0020271912  56.20  60.80  59.70  65.40  79.10  90.60  89.10  89.00  83.60  69.90  63.20  49.20   
0020271913  48.80  52.50  59.70  71.30  81.50  88.20  91.50  90.70  84.00  74.90  61.70  49.50   
0020271914  55.10  56.90  66.50  72.80  81.40  88.90  89.40  92.00  86.90  73.70  66.40  47.90   
0020271915  49.10  54.10  61.30  70.20  75.20  89.30  91.20  92.70  84.50  79.30  63.80  53.30   
0020271916  48.80  62.00  68.00  73.20  80.30  92.00  92.20  88.30  84.30  71.10  63.20  51.20   
0020271917  46.90  54.90  60.30  68.70  72.70  92.30  94.10  91.40  85.70  79.80  68.40  62.90   
0020271918  52.00  57.80  63.80  71.00  76.60  94.20  91.10  87.90  87.10  75.70  58.70  49.40   
0020271919  48.90  51.40  59.60  74.00  81.60  92.10  89.60  91.60  83.50  68.80  60.40  54.20   
0020271920  51.30  56.60  59.30  65.60  80.50  88.00  94.80  89.00  84.10  70.80  61.90  52.60   
0020271921  54.60  60.80  67.30  70.10  78.10  90.40  91.20  87.60  86.30  77.90  66.90  56.50   
0020271922  49.60  55.00  59.20  66.50  81.30  92.50  93.80  90.90  88.50  76.50  58.60  56.10   
0020271923  57.90  54.80  59.60  68.60  82.70  87.70  91.70  87.10  82.10  72.10  59.90  49.30   
0020271924  51.50  62.20  57.30  67.90  82.60  94.30  92.40  93.20  86.90  75.20  65.90  49.40   
0020271925  50.50  62.20  67.10  73.90  84.20  87.40  94.10  88.80  83.70  71.00  60.60  54.10   
0020271926  51.20  60.90  63.20  68.50  79.10  92.30  93.20  92.40  86.20  77.90  65.80  48.80   
0020271927  56.80  58.40  61.40  71.00  82.50  88.90  94.00  89.00  83.50  76.30  66.20  49.10   
0020271928  56.00  55.90  66.00  71.20  82.20  90.70  94.70  90.80  88.60  75.80  60.30  52.10   
0020271929  50.60  52.40  61.90  68.50  81.60  91.80  92.40  89.60  84.50  76.50  61.80  61.00   
0020271930  48.40  62.80  61.80  75.60  75.30  91.90  91.70  90.50  85.20  73.90  60.30  52.50   
0020271931  53.10  55.60  64.50  73.30  82.40  90.20  96.10  89.70  85.80  76.10  56.80  47.50   
0020271932  46.20  55.50  63.30  72.80  79.90  89.40  92.80  92.20  88.80  73.50  67.40  46.90   
0020271933  46.90  50.10  65.40  67.20  75.70  91.40  95.60  92.90  88.90  78.50  66.80  58.00   
0020271934  57.00  62.90  72.80  77.40  86.90  88.20  96.10  91.10  87.00  79.60  64.30  55.60   
0020271935  53.20  57.80  60.00  71.30  75.50  93.30  94.30  90.10  86.10  76.10  60.40  54.00   
0020271936  54.80  55.70  65.40  75.90  85.60  94.30  94.70  91.60  84.40  74.80  62.60  53.60   
0020271937  40.10  54.50  60.40  71.70  83.50  90.00  94.30  94.10  88.70  78.70  67.10  56.30   
0020271938  55.90  55.40  60.20  72.50  80.60  91.30  93.40  92.10  88.10  76.10  60.00  55.90   
0020271939  51.80  47.40  64.50  75.20  83.40  91.90  95.30  92.40  83.00  73.90  64.50  60.40   
0020271940  54.60  56.40  67.00  72.50  85.20  93.60  95.70  92.80  84.00  75.50  60.10  55.10   
0020271941  51.70  57.70  60.50  63.40  79.80  87.10  93.00  89.10  83.40  69.80  63.90  53.90   
0020271942  53.80  53.40  61.10  70.10  80.70  91.60  96.90  91.40  88.20  74.80  67.40  57.90   
0020271943  54.40  61.90  64.80  76.20  83.40  88.90  95.10  89.80  88.50  76.20  66.00  52.50   
0020271944  51.80  53.10  59.80  67.40  79.20  87.20  93.80  94.30  87.10  77.30  58.10  54.80   
0020271945  52.90  57.90  57.90  69.80  81.10  88.50  94.50  91.20  88.10  76.40  64.60  51.90   
0020271946  50.90  58.60  65.10  77.10  80.60  94.00  93.20  90.50  87.00  70.90  58.70  58.00   
0020271947  51.20  63.50  66.10  72.40  84.50  89.00  96.20  89.70  90.10  76.70  57.10  51.20   
0020271948  56.50  54.10  56.60  74.10  83.20  90.40  94.80  92.40  89.40  75.80  59.80  53.20   
0020271949  40.80  52.00  62.50  74.30  80.20  89.40  92.80  92.50  88.70  72.50  70.80  52.80   
0020271950  52.80  61.80  65.90  76.60  80.60  91.20  90.60  92.90  85.10  84.00  69.40  63.00   
0020271951  54.20  57.40  62.60  70.40  80.90  89.80  96.40  90.50  89.70  75.70  60.10  50.80   
0020271952  51.50  55.90  54.80  70.20  83.50  89.90  93.80  92.80  89.30  83.80  57.80  51.70   
0020271953  59.50  58.10  64.80  70.70  75.00  91.90  93.70  91.90  91.40  77.00  66.00  52.90   
0020271954  55.70  65.70  60.90  77.90  83.60  90.10  94.10  89.80  88.20  79.50  68.60  55.40   
0020271955  47.90  52.80  64.40  70.60  79.20  89.40  91.50  89.00  89.20  80.60  63.50  58.90   
0020271956  58.40  53.10  67.70  70.30  83.70  93.90  92.90  91.00  92.40  77.00  62.30  56.40   
0020271957  51.90  63.20  63.20  69.60  75.50  92.10  94.20  89.80  88.40  70.70  56.70  57.60   
0020271958  55.00  59.70  55.80  69.60  86.00  92.60  95.30  92.80  85.40  76.40  62.70  62.40   
0020271959  57.80  55.80  66.20  75.90  80.20  93.90  96.20  88.60  86.00  76.80  63.00  53.90   
0020271960  47.60  52.70  67.90  74.30  81.80  94.80  96.50  93.80  89.40  73.00  64.20  52.10   
0020271961  55.50  60.10  63.20  73.40  81.70  94.50  95.30  90.30  83.20  75.10  58.70  50.50   
0020271962  50.80  56.60  58.10  78.10  79.40  90.10  93.70  95.40  87.10  76.90  67.20  56.80   
0020271963  50.20  63.30  63.10  69.60  84.80  88.20  96.20  88.60  87.90  79.00  63.00  56.00   
0020271964  51.80  54.30  58.90  68.50  80.40  89.00  94.90  89.60  84.10  80.70  59.10  54.00   
0020271965  55.40  56.60  59.30  68.50  77.30  85.10  92.60  92.50  82.90  80.20  65.30  52.50   
0020271966  50.20  51.50  66.20  74.60  84.50  90.90  94.60  92.30  85.60  75.70  66.20  54.40   
0020271967  54.80  61.90  67.60  67.00  80.10  86.70  93.40  91.80  84.90  79.30  67.30  47.40   
0020271968  50.70  61.10  63.10  68.50  80.60  92.10  92.30  87.30  87.10  77.50  62.10  51.40   
0020271969  55.70  54.70  59.80  73.60  83.30  88.70  94.10  94.90  87.90  71.90  61.50  56.70   
0020271970  54.40  61.60  60.20  66.70  83.10  91.20  95.20  92.60  84.10  71.90  65.40  54.30   
0020271971  56.00  58.60  67.00  71.00  77.10  90.60  96.80  89.40  86.00  69.20  61.40  48.70   
0020271972  56.00  63.10  73.80  74.60  82.10  89.50  96.50  91.10  85.50  69.70  56.80  51.00   
0020271973  48.60  54.10  54.40  67.10  81.80  90.80  94.40  93.00  87.50  78.70  63.50  57.60   
0020271974  51.40  57.70  66.40  72.30  84.00  96.40  92.40  91.90  86.30  74.40  62.30  51.50   
0020271975  53.50  55.80  59.90  64.40  78.40  90.00  93.10  93.30  86.10  76.50  64.00  54.90   
0020271976  56.10  60.40  62.20  69.90  81.60  91.20  92.50  91.80  82.70  72.40  64.70  56.20   
0020271977  51.00  62.10  60.60  74.00  76.30  92.80  93.90  92.40  86.90  77.90  66.30  59.80   
0020271978  53.30  55.40  64.60  70.50  80.10  93.70  96.10  92.40  85.60  79.10  60.10  48.70   
0020271979  46.00  55.40  60.40  72.20  78.50  90.60  95.70  90.50  91.20  80.10  59.90  57.70   
0020271980  53.80  59.30  59.50  71.20  76.30  93.00  96.40  92.10  88.10  76.40  65.80  62.10   
0020271981  58.40  62.00  61.30  75.80  79.80  94.50  94.10  93.10  86.80  72.50  67.30  59.00   
0020271982  52.60  57.30  61.30  71.60  79.20  89.20  92.70  90.50  85.20  73.90  59.20  51.60   
0020271983  55.00  56.60  59.80  64.80  80.30  89.00  93.60  90.20  88.00  74.00  61.60  55.10   
0020271984  55.10  59.60  66.60  70.10  87.90  89.40  91.50  89.30  87.00  68.90  62.30  51.30   
0020271985  51.00  55.40  62.10  75.50  82.20  94.00  95.10  93.60  81.90  73.90  59.70  56.40   
0020271986  62.20  60.20  68.00  73.10  82.90  92.40  91.20  92.40  81.80  72.40  62.60  53.50   
0020271987  52.80  56.20  60.70  76.20  79.50  92.90  93.10  90.50  86.30  79.10  60.90  50.80   
0020271988  52.20  61.00  65.90  71.60  81.70  92.00  95.10  90.20  85.70  81.00  63.80  54.00   
0020271989  52.00  59.10  71.10  80.80  84.10  92.40  96.50  91.10  88.70  75.90  66.30  57.30   
0020271990  54.20  55.80  65.70  74.10  80.30  95.10  92.40  89.60  86.20  77.50  64.20  50.10   
0020271991  52.30  63.60  57.90  71.20  79.50  87.70  93.90  91.90  86.10  79.40  62.00  51.80   
0020271992  51.00  58.20  62.00  76.80  80.40  89.40  92.20  90.90  88.40  78.80  59.40  49.10   
0020271993  52.80  54.60  65.60  74.30  83.00  91.00  93.20  90.90  87.60  74.90  60.50  55.50   
0020271994  57.90  56.30  66.80  73.10  80.60  95.70  96.50  95.10  88.00  74.00  58.20  54.60   
0020271995  52.10  64.00  64.30  69.40  76.10  88.60  96.00  95.20  88.90  80.00  69.90  58.10   
0020271996  58.60  62.90  66.60  76.20  86.40  94.80  96.20  94.10  83.60  75.20  64.60  57.30   
0020271997  52.70  58.20  71.20  70.10  86.40  89.90  94.90  92.40  87.90  75.00  64.70  50.90   
0020271998  56.50  52.40  62.30  67.00  78.60  88.50  95.50  94.30  87.40  75.10  64.90  55.90   
0020271999  59.80  63.20  68.80  67.30  81.30  90.50  90.60  91.20  86.70  81.30  71.60  56.00   
0020272000  59.80  62.30  64.10  78.30  88.20  93.20  96.40  92.70  90.20  72.50  56.30  58.70   
0020272001  51.90  57.00  65.80  72.20  87.60  94.30  93.60  93.00  91.40  79.80  66.10  52.90   
0020272002  55.60  62.00  65.70  77.90  84.30  96.30  96.60  94.80  87.50  73.80  65.00  52.70   
0020272003  63.00  56.90  64.10  70.60  84.60  93.00  98.90  93.30  89.60  82.40  61.20  56.30   
0020272004  54.70  54.40  72.80  71.80  84.70  92.80  95.10  91.80  86.40  73.00  58.50  54.50   
0020272005  55.40  55.40  62.50  72.60  83.90  90.80  98.60  90.80  88.30  76.90  67.60  58.60   
0020272006  59.00  63.60  61.10  74.60  87.00  96.00  95.70  90.70  83.70  73.90  67.70  55.30   
0020272007  51.60  60.00  69.60  74.50  84.30  94.30  95.90  93.50  87.70  77.70  70.10  51.40   
0020272008  51.40  58.00  67.00  74.30  79.40  94.40  93.80  92.60  88.10  78.90  67.30  54.00   
0020272009  58.20  60.40  67.60  72.40  86.20  87.50  97.20  95.00  88.60  74.00  67.90  50.90   
0020272010  53.90  55.50  62.80  70.90  79.20  92.60  95.10  92.10  91.20  76.10  62.40  58.90   
0020272011  55.40  55.70  68.30  73.90  78.80  93.10  94.70  96.30  89.00  78.00  62.30  51.60   
0020272012  59.40  59.30  67.10  76.40  86.10  95.80  93.00  93.80  87.50  79.50  68.90  54.60   
0020272013  51.70  55.60  69.90  74.80  83.10  96.60  93.80  91.50  85.60  74.00  64.00  54.10   
0020272014  61.40  64.30  68.30  74.40  82.50  94.40  95.20  89.40  87.20  79.40  66.10  55.20   
0020272015  57.10  66.10  70.60  73.70  77.20  94.10  91.80  94.20  88.50  77.00  61.70  53.70   
0020272016  54.00  66.60  70.40  73.10  79.70  96.50  96.80  90.60  85.40  80.90  66.50  56.50   
0030271895  46.00  43.00  62.10  74.50  79.50  87.20  87.90  89.70  87.80  69.80  59.40  52.30   
0030271896  48.90  54.60  58.00  77.90  85.20  88.70  95.30  95.20  85.60  71.80  61.80  56.40   
0030271897  46.80  55.10  64.70  71.20  79.70  88.90  94.30  91.90  90.50  81.60  61.90  47.70   
0030271898  52.50  54.70  64.10  69.00  83.00  88.60  90.30  89.80  85.40  70.10  57.90  48.30   
0030271899  48.20  42.00  61.70  70.10  82.10  87.60  90.40  94.70  85.70  77.80  65.10  50.20   
0030271900  52.10  50.40  62.00  73.00  80.20  86.10  89.30  92.10  87.50  76.30  62.50  54.30   
0030271901  54.70  49.90  62.20  68.90  80.00  91.50  97.80  92.60  84.80  76.40  61.20  47.50   
0030271902  47.30  42.50  62.70  71.60  83.70  88.70  90.40  91.80  79.60  74.50  63.80  47.70   
0030271903  48.40  49.30  63.40  71.40  76.80  81.50  89.90  88.90  83.00  73.10  58.80  50.40   
0030271904  49.60  53.70  66.00  66.90  78.30  85.50  88.10  88.70  86.00  75.60  62.70  51.40   
0030271905  41.20  40.30  67.50  69.80  79.10  87.10  85.80  89.50  85.00  71.60  64.00  46.20   
0030271906  52.10  52.40  53.20  74.90  80.20  87.30  87.00  88.50  85.50  69.10  60.70  54.50   
0030271907  58.40  55.50  72.30  64.20  73.80  85.50  92.70  93.50  86.30  74.00  59.30  52.70   
0030271908  50.30  53.40  69.70  73.10  79.50  85.90  90.30  89.50  84.60  72.70  64.40  55.40   
0030271909  52.10  58.40  62.70  71.70  77.50  86.90  92.70  94.70  87.60  76.50  69.90  44.20   
